"","CHFB","CHFCD4","CHFCD8","CHFgama","CHFMONO","CHFNK","PWSB","PWSCD4","PWSCD8","PWSGAMA","PWSMONO","PWSNK"
"GRASP",-0.542285248171447,-0.542285248171447,-0.542285248171447,-0.542285248171447,-0.542285248171447,-0.542285248171447,1.22704561396156,-0.542285248171447,-0.542285248171447,-0.542285248171447,1.53215146215913,2.12137015742233
"GSTP1",-0.519104791669234,-0.519104791669234,1.82769691073792,-0.519104791669234,-1.83095983035357,-0.519104791669234,-0.519104791669234,0.608606385049636,0.997878864032136,0.454080307909043,-0.519104791669234,1.05732611264024
"GZMA",-0.157682350910426,-0.157682350910426,2.41378754339159,-1.10606133404846,-0.157682350910426,-0.693643159858824,-0.157682350910426,-0.157682350910426,1.50484100989497,-1.01514760300629,-0.157682350910426,-0.157682350910426
"GZMB",-0.397198349715228,-0.397198349715228,1.75626916530197,-1.39233523888929,-0.397198349715228,-0.853433727190895,-0.397198349715228,-0.397198349715228,1.97300039102596,0.497393425508057,-0.397198349715228,0.402296082535565
"GZMH",-0.721093603291265,-0.721093603291265,1.95113051450802,-0.721093603291265,-0.721093603291265,0.184090790245431,-0.721093603291265,-0.721093603291265,1.63339436794202,0.7687872429534,-0.721093603291265,0.510252307389983
"HAVCR2",-0.421652158021589,-0.421652158021589,-0.421652158021589,-0.421652158021589,-0.421652158021589,-0.421652158021589,-0.421652158021589,-0.421652158021589,-0.421652158021589,-0.421652158021589,1.7004817702061,2.51603981000979
"HBEGF",-0.130151860622541,-0.130151860622541,-0.130151860622541,-0.130151860622541,-1.58347765730459,-0.130151860622541,-0.130151860622541,-0.130151860622541,-0.130151860622541,-0.130151860622541,2.88499626353,-0.130151860622541
"HERPUD1",-2.10709672391907,-0.765402217668035,0.448207121184565,-0.00166333834250767,0.466259961690561,0.569020477731535,1.74507001590132,-0.765402217668035,0.114729543163018,0.99909863389353,0.0625809617011588,-0.765402217668035
"HES1",-0.411719688082479,-0.411719688082479,-0.411719688082479,-0.411719688082479,-0.411719688082479,-0.411719688082479,1.41469863969959,-0.411719688082479,-0.411719688082479,-0.411719688082479,2.7024982411252,-0.411719688082479
"HES4",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"HIF1A",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"HLA-B",-0.58935614473973,-0.6819140891509,2.61386076148246,-0.837399642905646,-1.12387251206526,0.266760421773756,0.266760421773756,0.266760421773756,0.266760421773756,0.266760421773756,-0.981880903263464,0.266760421773756
"HLA-C",-0.516188529177402,-1.24590201683363,1.03278050086855,-1.24590201683363,-1.24590201683363,-0.492640603282439,0.957671707225477,0.176908724503405,1.20979209860691,0.804772797612987,-0.597560009704151,1.16216936384756
"HLA-DPA1",-0.0915649970666031,-0.00221027653366797,2.0794284384139,-0.729801442976537,-0.729801442976537,-0.729801442976537,0.966357209646063,-0.729801442976537,1.13231001505879,-0.0728643698268242,0.381064448336524,-1.47331469612204
"HLA-DPB1",1.34848507506756,-0.229713522308118,1.71553155217201,-1.24556028685271,-0.339305151637442,0.248595869205886,0.661623559806996,-0.618893227578833,0.677932539839334,-1.24556028685271,0.272424165990722,-1.24556028685271
"HLA-DQA1",2.13429616623819,-0.633550876202091,-0.633550876202091,-0.633550876202091,0.724369844227852,-0.633550876202091,1.47058682406677,-0.633550876202091,-0.633550876202091,-0.633550876202091,0.739154175083919,-0.633550876202091
"HLA-DRA",-0.73838058093329,0.441633626647335,1.80426805425856,0.526546055304066,-0.73838058093329,0.0867729257836226,-0.73838058093329,-0.73838058093329,0.454453273152518,0.318991397694171,1.16792174705689,-1.847064756164
"HLA-DRB1",-1.74884507787078,-0.324446633773851,1.42087649382902,-0.324446633773851,-0.324446633773851,0.275287481571287,0.703405784795351,-0.324446633773851,1.05403800046321,-0.650607983669824,1.41932515187536,-1.17569331589821
"HLA-DRB5",1.61670304813816,-0.072148179074537,0.376115153488628,0.235458426227513,1.40605258970707,0.228317370572789,-1.78670707012935,-0.072148179074537,-0.072148179074537,-0.072148179074537,-1.71519862263213,-0.072148179074537
"HLA-F",-1.1346082108271,-0.757283874450375,-0.0197858408542673,-0.764324608649378,-0.640267431824487,-1.41081726977817,1.06527229571623,-0.0197858408542673,1.11315525867085,1.75784003565503,0.830391328050197,-0.0197858408542673
"HOPX",-0.589281734294623,-0.589281734294623,2.49694035838926,-0.589281734294623,-0.589281734294623,1.1263886733035,-0.589281734294623,-0.589281734294623,0.793912816927756,-0.589281734294623,-0.589281734294623,0.297012025736459
"HSP90AA1",-0.771328652854987,-0.771328652854987,0.51206518659301,-0.771328652854987,-0.771328652854987,-0.771328652854987,-0.771328652854987,-0.771328652854987,1.3336723814992,1.64997205096029,1.31251348535351,0.591077465578895
"HSPB1",-0.328350172481369,-0.328350172481369,-1.74389760387578,-0.328350172481369,-0.328350172481369,-0.328350172481369,1.01813970786498,2.1452546624435,-0.328350172481369,-0.328350172481369,-0.328350172481369,1.20730461341826
"ID2",-0.604637542874004,-0.604637542874004,0.854453917812796,-0.604637542874004,-2.00343444814409,0.618442135511587,-0.604637542874004,-0.604637542874004,0.386882495320722,1.59727928500456,1.02249015480291,0.547074174061542
"ID3",3.17542648054294,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813
"IER2",-0.732593478485996,-0.413951814813873,-0.413951814813873,-0.413951814813873,-0.413951814813873,-0.863950204304903,1.00221493493821,0.363909101778334,-0.0244124841065034,0.830791626666169,-1.2795212975007,2.35936906027087
"IER3",-0.113367772821117,-0.113367772821117,-0.113367772821117,-0.113367772821117,-2.20936476718796,-0.113367772821117,-0.113367772821117,-0.113367772821117,-0.113367772821117,-0.113367772821117,2.24238722044325,0.987287502134763
"IER5",-0.129016755751914,-0.129016755751914,-0.61677756029793,-1.88354803875943,-0.468746610997497,-1.19177532458825,0.722318154200623,0.342143155725109,-0.129016755751914,0.817657065002201,0.822357667523087,1.84342175944783
"IFI30",1.17903052661309,-0.521855254474039,-0.521855254474039,-0.521855254474039,-0.521855254474039,-0.521855254474039,-0.521855254474039,-0.521855254474039,-0.521855254474039,1.06173183697841,2.45593492667486,-0.521855254474039
"IFIT2",-0.207654878045238,-0.207654878045238,-0.207654878045238,-0.207654878045238,3.08922137850271,-0.207654878045238,-0.207654878045238,-0.207654878045238,-0.207654878045238,-0.207654878045238,-1.01267259805033,-0.207654878045238
"IFITM1",-0.442969993415882,0.343123564019716,1.86267099587716,-0.459209000016702,-0.883631245420287,-0.395520432309514,-0.903700099105866,1.2179212504031,1.02186420559548,-1.05708354825118,-1.03510797602688,0.731642278650858
"IFITM2",-0.101463221984704,-0.706589717386255,-0.101463221984704,-0.982712216031345,-0.101463221984704,-1.06820411087994,-0.101463221984704,-0.101463221984704,-0.101463221984704,0.659340916363142,2.80840768182733,-0.101463221984704
"IFITM3",-0.0598665870697435,-0.0598665870697435,-0.684206097535662,-0.0598665870697435,-0.0598665870697435,-1.59663395155478,-0.0598665870697435,-0.0598665870697435,-0.0598665870697435,-0.0598665870697435,2.81963933271813,-0.0598665870697435
"IFNGR1",-0.361315192992808,-0.361315192992808,-0.361315192992808,0.886239965055582,0.536865380453267,-1.24180573120769,-0.361315192992808,-0.361315192992808,-0.361315192992808,2.7092219296413,-0.361315192992808,-0.361315192992808
"IGFBP7",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294
"IGHA1",1.54718005498394,-0.598126748742759,0.369508680808511,0.569868848901519,-0.598126748742759,-0.598126748742759,2.2984564052481,-0.598126748742759,-0.598126748742759,-0.598126748742759,-0.598126748742759,-0.598126748742759
"IGHG1",-0.288653790831714,-0.288653790831714,-0.288653790831714,2.2247778358562,1.80378385004161,-0.288653790831714,-1.43067756841239,-0.288653790831714,-0.288653790831714,-0.288653790831714,-0.288653790831714,-0.288653790831714
"IGKC",-0.427804425873432,1.35176387558438,1.22087926668439,1.90733116735859,-0.427804425873432,-0.427804425873432,0.168381920750816,-0.427804425873432,-0.427804425873432,-0.427804425873432,-0.427804425873432,-1.65372524926415
"IGLC1",-0.426946471719568,-0.426946471719568,-0.426946471719568,2.31221843857697,-0.426946471719568,-0.426946471719568,1.95724627861872,-0.426946471719568,-0.426946471719568,-0.426946471719568,-0.426946471719568,-0.426946471719568
"IGLC2",-0.199185511088011,-0.199185511088011,-0.199185511088011,1.82765666907792,1.43209454047382,0.831192026469028,-2.05692160263246,-0.199185511088011,-0.199185511088011,-0.199185511088011,-0.199185511088011,-0.639723055772235
"IGLC3",1.24122880196991,-0.403907422351394,-0.403907422351394,-0.403907422351394,-0.403907422351394,-0.403907422351394,2.79784542154403,-0.403907422351394,-0.403907422351394,-0.403907422351394,-0.403907422351394,-0.403907422351394
"IL1B",-0.202909234026316,-0.202909234026316,-0.202909234026316,-0.202909234026316,-1.05060159271873,-0.202909234026316,-0.202909234026316,-0.202909234026316,-0.202909234026316,-0.202909234026316,3.07969393298188,-0.202909234026316
"IL6ST",0.048289722702699,1.96129194105085,1.43707150220637,0.048289722702699,0.048289722702699,0.048289722702699,0.048289722702699,-1.46796036039518,-0.719463478616007,0.048289722702699,-1.54896766316492,0.048289722702699
"INSIG1",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"INTS6",-0.6987309925371,-0.6987309925371,0.220053781904616,-0.6987309925371,-0.6987309925371,-0.6987309925371,0.71997615978345,0.264729060975672,-0.6987309925371,2.1178940408266,-0.6987309925371,1.56846390426936
"IRF1",-0.820361059905947,-0.820361059905947,-0.0302053208106885,-0.2963350962985,-1.48640505514407,-0.251914008503141,0.172607703746686,0.127914566943046,1.00067555252993,2.04390395737529,-0.820361059905947,1.18084087987929
"IRF9",-0.532543023493964,-0.532543023493964,-0.532543023493964,-0.532543023493964,-0.532543023493964,-0.532543023493964,-0.532543023493964,-0.532543023493964,0.890455548886356,1.80946988224426,-0.532543023493964,2.09296178031507
"ITGB1",-0.742829736305813,-0.232663405226975,1.68053839959579,-0.936979720242716,-0.232663405226975,-0.232663405226975,0.361941394334002,-0.232663405226975,2.21318144898251,-0.232663405226975,-0.232663405226975,-1.17987135500193
"ITGB2",-0.20196143586671,-0.20196143586671,2.62874344758785,-1.04058594253384,-0.20196143586671,-1.14386039951598,-0.20196143586671,-0.20196143586671,1.17139438139565,-0.20196143586671,-0.20196143586671,-0.20196143586671
"ITM2A",-0.382521112217985,-0.382521112217985,0.855777901655766,2.35994703551133,-0.382521112217985,-0.382521112217985,-0.382521112217985,-0.382521112217985,-0.382521112217985,1.2480455208809,-0.382521112217985,-1.40360156030412
"JPX",1.24927163590827,1.34783523391578,0.989229015307042,0.397879464735925,0.821128575190362,0.662122983636468,-1.09654688083811,-0.93662149007507,-1.00794705623641,-0.980785038414585,-0.354872323220189,-1.09069411990948
"JUN",-0.632823133287467,-0.697566527106226,-0.342599610628247,-0.916046265510144,-0.641653876245322,-0.956798453423236,0.30221839964605,0.765042171073597,0.729609734890108,1.33106338889729,-0.934330914714348,1.99388508640794
"JUNB",-1.15022369504332,-0.793675481839243,-0.816636267524116,-0.698249390433942,-0.73654612696126,-0.710641436597351,0.888020400303001,1.57944243363499,0.352302422646153,1.05165174757788,-0.430521534807792,1.465076929045
"JUND",-0.859950857196624,-0.672782621543006,-0.595598251852245,-1.15931803937413,-0.856670012177287,-1.00914980712795,0.952452662301021,0.711002324146227,0.680851996733031,0.727045670082055,0.0965017105713918,1.98561522543752
"KDM6B",-0.595808358192291,-0.595808358192291,-0.595808358192291,-0.595808358192291,-0.595808358192291,-0.595808358192291,0.64284604221703,-0.595808358192291,-0.595808358192291,0.400144788351654,2.43383740803245,1.28963862693719
"KIR3DL2",-0.403474361490674,-0.403474361490674,-0.403474361490674,-0.403474361490674,-0.403474361490674,1.23235385314227,-0.403474361490674,-0.403474361490674,-0.403474361490674,-0.403474361490674,-0.403474361490674,2.80238976176447
"KLF2",-0.406636775101386,-1.1722587885399,-1.17686536962704,0.307846636522333,-0.406636775101386,1.40812637977113,-0.406636775101386,1.60343561080234,0.847263259120535,0.952042646121467,-1.1430432737653,-0.406636775101386
"KLRB1",-0.223995221399985,-1.14507204817038,-0.223995221399985,-0.223995221399985,-0.223995221399985,-0.223995221399985,-0.223995221399985,-1.07349361390847,1.78978118234046,-0.223995221399985,-0.223995221399985,2.22074625093827
"KLRC3",0.273853857839853,0.273853857839853,-0.45026058043966,0.273853857839853,0.273853857839853,1.83091179364046,0.273853857839853,0.273853857839853,-2.26912381623841,0.273853857839853,0.273853857839853,-1.30235825968122
"KLRD1",-0.439207960046576,-0.439207960046576,2.96189817867832,0.493007951912794,-0.439207960046576,0.497965509828071,-0.439207960046576,-0.439207960046576,-0.439207960046576,-0.439207960046576,-0.439207960046576,-0.439207960046576
"KLRG1",0.0124668474091742,0.0124668474091742,2.28187934782013,0.0124668474091742,0.0124668474091742,0.0124668474091742,0.0124668474091742,0.0124668474091742,0.0124668474091742,0.0124668474091742,0.0124668474091742,-2.40654782191187
"LAIR2",-0.491319415195163,-0.491319415195163,2.70578196568493,-0.491319415195163,-0.491319415195163,-0.491319415195163,-0.491319415195163,-0.491319415195163,0.987861340342134,-0.491319415195163,-0.491319415195163,0.728231430729405
"LDHA",-0.614792132073328,-0.614792132073328,0.861379845021557,-0.614792132073328,-0.614792132073328,-0.614792132073328,-0.614792132073328,0.68220351686027,0.954442010911219,-0.614792132073328,-0.614792132073328,2.42031168379358
"LEPROTL1",-0.187609320585969,-0.187609320585969,-1.97449074896333,-0.187609320585969,-0.187609320585969,-0.187609320585969,-0.927276744901677,1.27637125975888,-0.187609320585969,1.31413072953941,-0.187609320585969,1.6245307486685
"LGALS1",-0.80316566117278,-0.80316566117278,1.6546698872789,-0.80316566117278,-0.80316566117278,-0.80316566117278,-0.420138040409318,-0.319184477054002,2.01674682732825,0.611617319232434,0.556610123895288,-0.0844933344076503
"LGALS2",-0.428166587417008,-0.428166587417008,-0.428166587417008,-0.428166587417008,2.15501752697049,-0.428166587417008,-0.428166587417008,-0.428166587417008,-0.428166587417008,-0.428166587417008,2.12664834719958,-0.428166587417008
"LILRA5",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"LIMD2",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294
"LINC00861",-0.286181775447327,1.82183370529055,1.14152095702475,1.09470752861613,-0.286181775447327,0.588501125153429,-0.286181775447327,-0.286181775447327,-0.286181775447327,-1.30531767998548,-0.286181775447327,-1.62415498341542
"LINC01871",-0.338443528070036,-0.338443528070036,1.10003831254029,-0.338443528070036,-0.338443528070036,-0.338443528070036,-0.338443528070036,-0.338443528070036,1.35698021606705,1.99619852749708,-0.338443528070036,-1.74566883154414
"LINC02384",-0.42043745701462,-0.42043745701462,-0.42043745701462,-0.42043745701462,-0.42043745701462,2.54600069425808,-0.42043745701462,-0.42043745701462,-0.42043745701462,-0.42043745701462,-0.42043745701462,1.65837387588811
"LINC02397",2.35841444244815,-0.00265029782483704,-0.00265029782483704,-0.00265029782483704,-0.00265029782483704,-0.00265029782483704,-2.33191146419978,-0.00265029782483704,-0.00265029782483704,-0.00265029782483704,-0.00265029782483704,-0.00265029782483704
"LITAF",0.11622237939517,-0.614881508014002,0.719259670970811,-0.614881508014002,-0.614881508014002,0.410599232070918,-0.614881508014002,-1.34791672190173,-0.614881508014002,0.603618673440395,2.49456231508226,0.0780619910121909
"LM0",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813,-0.288675134594813
"LSP1",-0.00726512481768363,-0.00726512481768363,2.09339421757812,-0.00726512481768363,-0.741816267683453,0.97044059031492,-0.00726512481768363,-0.00726512481768363,-0.00726512481768363,-0.00726512481768363,-2.26389754166812,-0.00726512481768363
"LST1",-0.207815292450183,-0.207815292450183,-0.207815292450183,0.787525610006821,-1.62710473532582,-0.207815292450183,-0.207815292450183,-0.207815292450183,-0.207815292450183,-0.207815292450183,2.70991675737065,-0.207815292450183
"LUCAT1",-0.189056226683908,-0.189056226683908,-0.189056226683908,-0.189056226683908,-1.1589366059224,-0.189056226683908,-0.189056226683908,-0.189056226683908,-0.189056226683908,-0.189056226683908,3.04949887276147,-0.189056226683908
"LYZ",0.351423246115698,-0.346712849908975,-0.346712849908975,0.390281735671924,-1.60647399682658,-0.346712849908975,-0.346712849908975,0.286800793691601,0.511030243867112,1.77192090475152,-1.59587991893661,1.27774839130122
"MAF",-0.174884059278674,-0.853559082183338,0.911708404843789,-1.20353127029579,-0.174884059278674,-1.01891247449353,-0.174884059278674,-1.03409755176802,1.93100095400469,1.20560428622292,-0.174884059278674,0.761322970783973
"MAFB",0.032864801686288,0.032864801686288,0.032864801686288,0.032864801686288,-2.5026133712571,0.032864801686288,0.032864801686288,0.032864801686288,0.032864801686288,0.032864801686288,2.17396535439422,0.032864801686288
"MAFF",-0.347037515806296,-0.347037515806296,-0.347037515806296,-0.347037515806296,-0.347037515806296,-1.44418261801464,-0.347037515806296,-0.347037515806296,-0.347037515806296,1.17326139683307,0.540875971371372,2.50634537626057
"MALAT1",0.332570129452821,0.332570129452821,1.2438548210312,-0.436285818302066,2.16972229448889,0.332570129452821,-1.26002400333379,-0.474735673394414,0.332570129452821,-0.61596833654463,-0.926928225080755,-1.02991557667571
"MAP3K8",-0.773472499646965,-0.773472499646965,-0.155609064560302,-0.263361151685059,-0.773472499646965,-0.773472499646965,-0.307348240108495,-0.773472499646965,-0.214302344999412,1.7399491546322,1.39101369755935,1.67702044739654
"MARCKSL1",-0.677964179290824,-0.677964179290824,-0.677964179290824,-0.677964179290824,-0.677964179290824,-0.677964179290824,-0.677964179290824,0.482701345981223,0.0883206084985032,0.587850184305278,2.41123274681711,1.17564436943366
"METRNL",-0.838808345877433,-0.838808345877433,0.532532547155121,-0.239058745903225,-1.29887967285865,0.0665370585831579,-0.838808345877433,-0.838808345877433,0.235865733865051,1.80707195219222,0.739360724495717,1.51180378598034
"MFSD14B",-0.426676565134586,-0.426676565134586,-0.426676565134586,-0.426676565134586,1.93738980807143,-0.426676565134586,-0.426676565134586,-0.426676565134586,-0.426676565134586,-0.426676565134586,2.32937584327443,-0.426676565134586
"MIAT",-0.1595806370734,-0.1595806370734,2.20252845359345,-0.1595806370734,-0.1595806370734,1.6164657612737,-0.1595806370734,-0.1595806370734,-0.1595806370734,-1.04711039834931,-0.1595806370734,-1.49523871993063
"MIDN",-0.571706876309644,-0.571706876309644,0.447289865271335,-0.571706876309644,-1.73330447577656,-0.571706876309644,0.592837096503653,-0.571706876309644,0.284847784030173,0.386682213551472,2.28611178458841,0.594070113379735
"MRPL10",-0.499651861464937,-0.499651861464937,0.684267524885518,-0.499651861464937,-0.499651861464937,-0.499651861464937,-0.499651861464937,-0.499651861464937,1.19322399663546,-0.499651861464937,-0.499651861464937,2.61937523166345
"MRPL23",-0.775078060348487,-0.775078060348487,-0.775078060348487,-0.775078060348487,-0.775078060348487,-0.775078060348487,0.999142586466304,1.08805383415175,1.04655141800512,0.478370002834404,1.81342858098183,-0.775078060348487
"MS4A7",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"MT-ATP6",1.09351678290665,1.08715982226996,1.75945776064406,-0.304548928260749,0.975477386875019,-0.304548928260749,-0.304548928260749,-0.304548928260749,-0.304548928260749,-1.5583907132903,-0.911191251100022,-0.923285147001616
"MT-CO1",0.805114928906545,0.867647172273229,2.2445928797183,-0.0952694416748421,0.701326190204251,0.0149634204516309,-0.611848936561011,-0.611848936561011,-0.611848936561011,-1.47913046707406,-0.611848936561011,-0.611848936561011
"MT-CO2",0.917076160540228,0.94550232333952,1.81080517183027,0.109026804828868,1.05964146368593,-0.403158430302464,-0.403158430302464,-0.403158430302464,-0.403158430302464,-1.56262683485567,-1.26363293785682,-0.403158430302464
"MT-CO3",0.915390258347695,0.919315562406008,1.7466183060119,-0.294306654885211,1.08989478834483,-0.294306654885211,-0.294306654885211,-0.294306654885211,-0.294306654885211,-1.86382295472381,-1.04155603107536,-0.294306654885211
"MT-CYB",1.16836038112648,1.0442721638372,1.85518199546064,-0.0815638505689783,0.681319391981314,-0.62617300350033,-0.0815638505689783,-0.669196176566025,-0.0815638505689783,-1.54981434558867,-0.838704102796883,-0.820554752246781
"MT-ND1",1.15396787396219,1.01955501634511,1.5264849976383,-0.324806871937329,1.06023209023126,-0.247713788060477,-0.275182617486386,-0.369582935808216,-0.142565147365115,-1.59381242587651,-1.45238594632283,-0.354190245319995
"MT-ND4",0.949322489627299,0.988219467815947,1.6354529758311,0.391225508513047,1.00883369131795,0.211705520911627,-0.461187999524268,-0.641664240749117,-0.572448049175705,-1.33205832322302,-1.34835360987961,-0.829047431465252
"MT-ND4L",1.00552419832472,0.893487757314194,1.01023054564624,-0.141218248298948,1.49353335487142,-0.192385253705476,-0.0866700163981964,0.0268618464667075,-0.135437669712122,-0.848489274970965,-2.04153450894985,-0.983902730587721
"MT-ND5",0.904859014426773,1.20321044059854,1.19847121449906,-0.0250718374801014,1.59075668943197,-0.194350903424345,-0.370157928751247,-0.458902374905306,-0.399184545552908,-0.854338880686044,-1.04899415356441,-1.54629673459197
"MT2A",0.100226628142341,-0.423098555411737,0.100226628142341,0.100226628142341,1.10283918973695,-0.704988432550938,-0.50238159431199,-0.547388393898476,-1.05504990240338,0.606166921097693,2.38599257291191,-1.16277168959706
"MTFP1",-0.566328946684134,-0.566328946684134,-0.566328946684134,-0.566328946684134,-0.566328946684134,-0.566328946684134,-0.566328946684134,0.331048194658569,0.421673396770888,2.59975345621349,-0.566328946684134,1.17815652583012
"MTRNR2L12",-0.914747311748285,-0.914747311748285,-0.914747311748285,-0.914747311748285,-0.914747311748285,-0.914747311748285,1.51953501197634,0.955334482267331,0.874757594981487,0.773937700206843,0.201787591291215,1.16313148976649
"MXD1",-0.163476253204758,-0.163476253204758,-0.163476253204758,-0.163476253204758,-0.163476253204758,-1.35016698929695,-0.163476253204758,-0.163476253204758,-0.163476253204758,-0.163476253204758,2.98492952134454,-0.163476253204758
"MYADM",0.0241482924516494,0.0241482924516494,-0.56329673192932,-1.47719600788509,-1.05454763024566,-1.64002020020397,0.958972571926655,0.645554925845329,0.787023113704069,0.85052453651328,0.0241482924516494,1.42054054491976
"MYO1F",0.118773609513534,0.118773609513534,2.57518188202119,0.118773609513534,0.118773609513534,0.118773609513534,0.118773609513534,0.118773609513534,0.118773609513534,-1.33252501679588,-0.901908386700213,-1.29093735463337
"0AA",-0.385709387371819,-0.385709387371819,-0.385709387371819,-0.385709387371819,0.910289575089648,-0.385709387371819,-0.385709387371819,-0.385709387371819,-0.385709387371819,-0.385709387371819,2.94680429862854,-0.385709387371819
"0P1L1",0.0135554571371542,0.0135554571371542,-1.51467147785754,0.0135554571371542,0.0135554571371542,0.0135554571371542,0.0135554571371542,-1.04473874075047,-0.881840380404298,0.886958611639664,2.45940378741256,0.0135554571371542
"NDUFS5",-0.615108301236389,-0.615108301236389,-0.615108301236389,-0.615108301236389,-0.615108301236389,-0.615108301236389,-0.615108301236389,0.988640649111082,-0.615108301236389,0.762743673925144,2.41874872545623,0.750733361398663
"NEAT1",0.715466544586068,1.0129059356481,1.83264321189257,0.209808821101854,0.83580588909716,0.209808821101854,-0.409121130718067,-0.70745245599199,-0.198103433875958,-1.5029976316188,-0.579089978939479,-1.41967459228332
"NFE2L2",-0.458630878884667,-0.458630878884667,-0.458630878884667,-0.458630878884667,-0.458630878884667,-0.458630878884667,-0.458630878884667,-0.458630878884667,-0.458630878884667,2.86746115571043,0.417372814695658,0.842843939555919
"NFKBIA",-0.574523891450043,-0.83330451123924,-0.830554090897944,-0.964318188725675,-0.996901739708702,-0.820667337764951,1.06312964491613,0.346353210627601,0.185724519332712,0.996501795939673,0.359347436646555,2.06921315232389
"NFKBID",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813
"NFKBIZ",-0.327294298087764,-0.327294298087764,-0.327294298087764,-0.327294298087764,-1.23675998390492,-0.327294298087764,-1.39198203403948,0.57550512891597,-0.327294298087764,0.498632534649571,2.00492540645531,1.51344473645014
"NINJ1",-0.202248247087637,-0.202248247087637,-0.202248247087637,-0.202248247087637,-1.05585077908351,-0.202248247087637,-0.202248247087637,-0.202248247087637,-0.202248247087637,-0.202248247087637,3.07833324995988,-0.202248247087637
"NKG7",0.475944480181465,-0.595934228870683,2.11184160150721,-1.01589494424173,-0.595934228870683,-0.595934228870683,-0.595934228870683,-0.595934228870683,1.76378364365523,0.045743846295794,-0.595934228870683,0.194186745826128
"NR4A1",-0.403468940956871,-0.403468940956871,-0.403468940956871,-0.403468940956871,-0.403468940956871,-0.403468940956871,1.23224317600338,-0.403468940956871,-0.403468940956871,-0.403468940956871,2.80244623356533,-0.403468940956871
"NR4A2",-0.658761960571654,-0.658761960571654,-0.658761960571654,-0.658761960571654,-0.658761960571654,-0.658761960571654,0.397213306223311,0.326804104658393,0.0387991541330012,1.5430749716386,-0.658761960571654,2.30544218734827
"NXT1",-0.306044883913934,-0.306044883913934,-0.306044883913934,-0.306044883913934,-1.28295612258431,-0.306044883913934,-0.306044883913934,-0.306044883913934,-0.306044883913934,-0.306044883913934,1.59387764375591,2.44348243405381
"OLR1",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"OSM",-0.253309425333028,-0.253309425333028,-0.253309425333028,-0.253309425333028,-1.01996405907568,-0.253309425333028,-0.253309425333028,-0.253309425333028,-0.253309425333028,0.246661883968003,3.05308700310493,-0.253309425333028
"PDE4B",-1.49007930884579,-0.388982882559328,-0.388982882559328,-0.388982882559328,-0.388982882559328,-0.388982882559328,1.02101596966307,-0.388982882559328,-0.388982882559328,1.5504510753767,2.03047532428064,-0.388982882559328
"PFKFB3",-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,-0.288675134594813,3.17542648054294,-0.288675134594813
"PFN1",0.416164839632507,-0.695779100474299,2.36525830996022,-0.695779100474299,-0.695779100474299,-0.695779100474299,1.20179674494156,-0.695779100474299,0.49696821619302,-0.695779100474299,0.390265592592787,-0.695779100474299
